"delegate","delegate-matched","type","state","party","value","pac","committee-id","committee","title","rank","score"
"Ellmers, Renee","Renee L. Ellmers","Representative","NC","R",1000,"T-Mobile USA","HSIF14","Health","Member",13,367
"Ellmers, Renee","Renee L. Ellmers","Representative","NC","R",1000,"T-Mobile USA","HSIF16","Communications and Technology","Member",14,367
"Eshoo, Anna","Anna G. Eshoo","Representative","CA","D",5000,"T-Mobile USA","HSIF","House Committee on Energy and Commerce","Member",3,114
"Eshoo, Anna","Anna G. Eshoo","Representative","CA","D",5000,"T-Mobile USA","HSIF16","Communications and Technology","Ranking Member",1,114
"Franks, Trent","Trent Franks","Representative","AZ","R",1000,"T-Mobile USA","HSAS","House Committee on Armed Services","Member",11,8178
"Franks, Trent","Trent Franks","Representative","AZ","R",1000,"T-Mobile USA","HSAS26","Emerging Threats and Capabilities","Vice Chair",7,8178
"Franks, Trent","Trent Franks","Representative","AZ","R",1000,"T-Mobile USA","HSAS29","Strategic Forces","Member",2,8178
"Franks, Trent","Trent Franks","Representative","AZ","R",1000,"T-Mobile USA","HSJU","House Committee on the Judiciary","Member",8,8178
"Franks, Trent","Trent Franks","Representative","AZ","R",1000,"T-Mobile USA","HSJU03","Courts, Intellectual Property, and the Internet","Member",7,8178
"Franks, Trent","Trent Franks","Representative","AZ","R",1000,"T-Mobile USA","HSJU10","The Constitution and Civil Justice","Chair",1,8178
"Fudge, Marcia L","Marcia L. Fudge","Representative","OH","D",1000,"T-Mobile USA","HSAG","House Committee on Agriculture","Member",5,622
"Fudge, Marcia L","Marcia L. Fudge","Representative","OH","D",1000,"T-Mobile USA","HSAG03","Nutrition","Member",2,622
"Fudge, Marcia L","Marcia L. Fudge","Representative","OH","D",1000,"T-Mobile USA","HSAG14","Biotechnology, Horticulture, and Research","Member",2,622
"Fudge, Marcia L","Marcia L. Fudge","Representative","OH","D",1000,"T-Mobile USA","HSED","House Committee on Education and the Workforce","Member",6,622
"Fudge, Marcia L","Marcia L. Fudge","Representative","OH","D",1000,"T-Mobile USA","HSED10","Workforce Protections","Member",6,622
"Fudge, Marcia L","Marcia L. Fudge","Representative","OH","D",1000,"T-Mobile USA","HSED14","Early Childhood, Elementary, and Secondary Education","Ranking Member",1,622
"Goodlatte, Bob","Bob Goodlatte","Representative","VA","R",4500,"T-Mobile USA","HSAG","House Committee on Agriculture","Member",2,16369
"Goodlatte, Bob","Bob Goodlatte","Representative","VA","R",4500,"T-Mobile USA","HSAG22","Commodity Exchanges, Energy, and Credit","Member",2,16369
"Goodlatte, Bob","Bob Goodlatte","Representative","VA","R",4500,"T-Mobile USA","HSAG29","Livestock and Foreign Agriculture","Member",2,16369
"Goodlatte, Bob","Bob Goodlatte","Representative","VA","R",4500,"T-Mobile USA","HSJU","House Committee on the Judiciary","Chair",1,16369
"Grisham, Michelle Lujan","Michelle Lujan Grisham","Representative","NM","D",3000,"T-Mobile USA","HSAG","House Committee on Agriculture","Member",9,8388584
"Grisham, Michelle Lujan","Michelle Lujan Grisham","Representative","NM","D",3000,"T-Mobile USA","HSAG03","Nutrition","Member",4,8388584
"Grisham, Michelle Lujan","Michelle Lujan Grisham","Representative","NM","D",3000,"T-Mobile USA","HSAG15","Conservation and Forestry","Ranking Member",1,8388584
"Grisham, Michelle Lujan","Michelle Lujan Grisham","Representative","NM","D",3000,"T-Mobile USA","HSBU","House Committee on the Budget","Member",10,8388584
"Grisham, Michelle Lujan","Michelle Lujan Grisham","Representative","NM","D",3000,"T-Mobile USA","HSGO","House Committee on Oversight and Government Reform","Member",18,8388584
"Grisham, Michelle Lujan","Michelle Lujan Grisham","Representative","NM","D",3000,"T-Mobile USA","HSGO27","Health Care, Benefits and Administrative Rules","Member",7,8388584
"Guthrie, Brett","Brett Guthrie","Representative","KY","R",3000,"T-Mobile USA","HSED","House Committee on Education and the Workforce","Member",9,16369
"Guthrie, Brett","Brett Guthrie","Representative","KY","R",3000,"T-Mobile USA","HSED02","Health, Employment, Labor, and Pensions","Member",6,16369
"Guthrie, Brett","Brett Guthrie","Representative","KY","R",3000,"T-Mobile USA","HSED13","Higher Education and Workforce Training","Member",4,16369
"Guthrie, Brett","Brett Guthrie","Representative","KY","R",3000,"T-Mobile USA","HSIF","House Committee on Energy and Commerce","Member",15,16369
"Guthrie, Brett","Brett Guthrie","Representative","KY","R",3000,"T-Mobile USA","HSIF14","Health","Vice Chair",2,16369
"Guthrie, Brett","Brett Guthrie","Representative","KY","R",3000,"T-Mobile USA","HSIF16","Communications and Technology","Member",7,16369
"Guthrie, Brett","Brett Guthrie","Representative","KY","R",3000,"T-Mobile USA","HSIF17","Commerce, Manufacturing, and Trade","Member",5,16369
"Hastings, Alcee L","Alcee L. Hastings","Representative","FL","D",1500,"T-Mobile USA","HSRU","House Committee on Rules","Member",3,1260
"Hastings, Alcee L","Alcee L. Hastings","Representative","FL","D",1500,"T-Mobile USA","HSRU02","Legislative and Budget Process","Ranking Member",1,1260
"Hastings, Alcee L","Alcee L. Hastings","Representative","FL","D",1500,"T-Mobile USA","JCSE","Commission on Security and Cooperation in Europe","Member",1,1260
"Herrera Beutler, Jaime","Jaime Herrera Beutler","Representative","WA","R",3500,"T-Mobile USA","HSAP","House Committee on Appropriations","Member",19,4194281
"Herrera Beutler, Jaime","Jaime Herrera Beutler","Representative","WA","R",3500,"T-Mobile USA","HSAP10","Energy and Water Development, and Related Agencies","Member",7,4194281
"Herrera Beutler, Jaime","Jaime Herrera Beutler","Representative","WA","R",3500,"T-Mobile USA","HSAP19","Commerce, Justice, Science, and Related Agencies","Member",4,4194281
"Herrera Beutler, Jaime","Jaime Herrera Beutler","Representative","WA","R",3500,"T-Mobile USA","HSAP23","Financial Services and General Government","Vice Chair",5,4194281
"Holding, George","George Holding","Representative","NC","R",1000,"T-Mobile USA","HSWM","House Committee on Ways and Means","Member",21,32752
"Holding, George","George Holding","Representative","NC","R",1000,"T-Mobile USA","HSWM05","Tax Policy","Member",9,32752
"Holding, George","George Holding","Representative","NC","R",1000,"T-Mobile USA","HSWM06","Oversight","Member",3,32752
"Issa, Darrell","Darrell E. Issa","Representative","CA","R",2500,"T-Mobile USA","HSFA","House Committee on Foreign Affairs","Member",10,528
"Issa, Darrell","Darrell E. Issa","Representative","CA","R",2500,"T-Mobile USA","HSFA13","The Middle East and North Africa","Member",4,528
"Issa, Darrell","Darrell E. Issa","Representative","CA","R",2500,"T-Mobile USA","HSFA18","Terrorism, Nonproliferation, and Trade","Member",3,528
"Issa, Darrell","Darrell E. Issa","Representative","CA","R",2500,"T-Mobile USA","HSJU","House Committee on the Judiciary","Member",5,528
"Issa, Darrell","Darrell E. Issa","Representative","CA","R",2500,"T-Mobile USA","HSJU03","Courts, Intellectual Property, and the Internet","Chair",1,528
"Issa, Darrell","Darrell E. Issa","Representative","CA","R",2500,"T-Mobile USA","HSJU05","Regulatory Reform, Commercial, and Antitrust Law","Member",3,528
"Jeffries, Hakeem","Hakeem S. Jeffries","Representative","NY","D",3500,"T-Mobile USA","HSED","House Committee on Education and the Workforce","Member",13,749
"Jeffries, Hakeem","Hakeem S. Jeffries","Representative","NY","D",3500,"T-Mobile USA","HSED02","Health, Employment, Labor, and Pensions","Member",9,749
"Jeffries, Hakeem","Hakeem S. Jeffries","Representative","NY","D",3500,"T-Mobile USA","HSED13","Higher Education and Workforce Training","Member",2,749
"Jeffries, Hakeem","Hakeem S. Jeffries","Representative","NY","D",3500,"T-Mobile USA","HSJU","House Committee on the Judiciary","Member",14,749
"Jeffries, Hakeem","Hakeem S. Jeffries","Representative","NY","D",3500,"T-Mobile USA","HSJU03","Courts, Intellectual Property, and the Internet","Member",7,749
"Jeffries, Hakeem","Hakeem S. Jeffries","Representative","NY","D",3500,"T-Mobile USA","HSJU05","Regulatory Reform, Commercial, and Antitrust Law","Member",3,749
"Jenkins, Lynn","Lynn Jenkins","Representative","KS","R",1000,"T-Mobile USA","HSWM","House Committee on Ways and Means","Member",11,8178
"Jenkins, Lynn","Lynn Jenkins","Representative","KS","R",1000,"T-Mobile USA","HSWM02","Health","Member",9,8178
"Jenkins, Lynn","Lynn Jenkins","Representative","KS","R",1000,"T-Mobile USA","HSWM04","Trade","Member",4,8178
"Johnson, Bill","Bill Johnson","Representative","OH","R",1000,"T-Mobile USA","HSIF","House Committee on Energy and Commerce","Member",22,8178
"Johnson, Bill","Bill Johnson","Representative","OH","R",1000,"T-Mobile USA","HSIF03","Energy and Power","Member",11,8178
"Johnson, Bill","Bill Johnson","Representative","OH","R",1000,"T-Mobile USA","HSIF16","Communications and Technology","Member",12,8178
"Johnson, Bill","Bill Johnson","Representative","OH","R",1000,"T-Mobile USA","HSIF18","Environment and the Economy","Member",8,8178
"Johnson, Bill","Bill Johnson","Representative","OH","R",1000,"T-Mobile USA","HSSY","House Committee on Science, Space, and Technology","Member",13,8178
"Johnson, Bill","Bill Johnson","Representative","OH","R",1000,"T-Mobile USA","HSSY16","Space","Member",8,8178
"Johnson, Bill","Bill Johnson","Representative","OH","R",1000,"T-Mobile USA","HSSY21","Oversight","Vice Chair",5,8178
"Kilmer, Derek","Derek Kilmer","Representative","WA","D",2000,"T-Mobile USA","HSAP","House Committee on Appropriations","Member",21,8178
"Kilmer, Derek","Derek Kilmer","Representative","WA","D",2000,"T-Mobile USA","HSAP06","Interior, Environment, and Related Agencies","Member",3,8178
"Kilmer, Derek","Derek Kilmer","Representative","WA","D",2000,"T-Mobile USA","HSAP19","Commerce, Justice, Science, and Related Agencies","Member",4,8178
"Larsen, Rick","Rick Larsen","Representative","WA","D",3000,"T-Mobile USA","HSAS","House Committee on Armed Services","Member",6,4083
"Larsen, Rick","Rick Larsen","Representative","WA","D",3000,"T-Mobile USA","HSAS28","Seapower and Projection Forces","Member",3,4083
"Larsen, Rick","Rick Larsen","Representative","WA","D",3000,"T-Mobile USA","HSAS29","Strategic Forces","Member",3,4083
"Larsen, Rick","Rick Larsen","Representative","WA","D",3000,"T-Mobile USA","HSPW","House Committee on Transportation and Infrastructure","Member",7,4083
"Larsen, Rick","Rick Larsen","Representative","WA","D",3000,"T-Mobile USA","HSPW05","Aviation","Ranking Member",1,4083
"Larsen, Rick","Rick Larsen","Representative","WA","D",3000,"T-Mobile USA","HSPW14","Railroads, Pipelines, and Hazardous Materials","Member",6,4083
"Latta, Robert E","Robert E. Latta","Representative","OH","R",1000,"T-Mobile USA","HSIF","House Committee on Energy and Commerce","Member",11,622
"Latta, Robert E","Robert E. Latta","Representative","OH","R",1000,"T-Mobile USA","HSIF03","Energy and Power","Member",5,622
"Latta, Robert E","Robert E. Latta","Representative","OH","R",1000,"T-Mobile USA","HSIF16","Communications and Technology","Vice Chair",2,622
"Latta, Robert E","Robert E. Latta","Representative","OH","R",1000,"T-Mobile USA","HSIF18","Environment and the Economy","Member",6,622
"Lee, Barbara","Barbara Lee","Representative","CA","D",5500,"T-Mobile USA","HSAP","House Committee on Appropriations","Member",11,4083
"Lee, Barbara","Barbara Lee","Representative","CA","D",5500,"T-Mobile USA","HSAP04","State, Foreign Operations, and Related Programs","Member",2,4083
"Lee, Barbara","Barbara Lee","Representative","CA","D",5500,"T-Mobile USA","HSAP07","Labor, Health and Human Services, Education, and Related Agencies","Member",3,4083
"Lee, Barbara","Barbara Lee","Representative","CA","D",5500,"T-Mobile USA","HSAP18","Military Construction, Veterans Affairs, and Related Agencies","Member",4,4083
"Lee, Barbara","Barbara Lee","Representative","CA","D",5500,"T-Mobile USA","HSBU","House Committee on the Budget","Member",8,4083
"Lofgren, Zoe","Zoe Lofgren","Representative","CA","D",2000,"T-Mobile USA","HSHA","House Committee on House Administration","Member",2,4083
"Lofgren, Zoe","Zoe Lofgren","Representative","CA","D",2000,"T-Mobile USA","HSJU","House Committee on the Judiciary","Member",3,4083
"Lofgren, Zoe","Zoe Lofgren","Representative","CA","D",2000,"T-Mobile USA","HSJU01","Immigration and Border Security","Ranking Member",1,4083
"Lofgren, Zoe","Zoe Lofgren","Representative","CA","D",2000,"T-Mobile USA","HSJU03","Courts, Intellectual Property, and the Internet","Member",10,4083
"Lofgren, Zoe","Zoe Lofgren","Representative","CA","D",2000,"T-Mobile USA","HSSY","House Committee on Science, Space, and Technology","Member",2,4083
"Lofgren, Zoe","Zoe Lofgren","Representative","CA","D",2000,"T-Mobile USA","HSSY16","Space","Member",3,4083
"Lofgren, Zoe","Zoe Lofgren","Representative","CA","D",2000,"T-Mobile USA","HSSY21","Oversight","Member",3,4083
"Lofgren, Zoe","Zoe Lofgren","Representative","CA","D",2000,"T-Mobile USA","JSLC","Joint Committee on the Library","Member",2,4083
"Long, Billy","Billy Long","Representative","MO","R",3000,"T-Mobile USA","HSIF","House Committee on Energy and Commerce","Member",23,2036
"Long, Billy","Billy Long","Representative","MO","R",3000,"T-Mobile USA","HSIF03","Energy and Power","Member",12,2036
"Long, Billy","Billy Long","Representative","MO","R",3000,"T-Mobile USA","HSIF14","Health","Member",12,2036
"Long, Billy","Billy Long","Representative","MO","R",3000,"T-Mobile USA","HSIF16","Communications and Technology","Member",13,2036
"Matsui, Doris O","Doris O. Matsui","Representative","CA","D",8000,"T-Mobile USA","HSIF","House Committee on Energy and Commerce","Member",11,494
"Matsui, Doris O","Doris O. Matsui","Representative","CA","D",8000,"T-Mobile USA","HSIF14","Health","Member",8,494
"Matsui, Doris O","Doris O. Matsui","Representative","CA","D",8000,"T-Mobile USA","HSIF16","Communications and Technology","Member",10,494
"McMorris Rodgers, Cathy","Cathy McMorris Rodgers","Representative","WA","R",7500,"T-Mobile USA","HSIF","House Committee on Energy and Commerce","Member",12,8388584
"McMorris Rodgers, Cathy","Cathy McMorris Rodgers","Representative","WA","R",7500,"T-Mobile USA","HSIF14","Health","Member",8,8388584
"Meeks, Gregory W","Gregory W. Meeks","Representative","NY","D",1000,"T-Mobile USA","HSBA","House Committee on Financial Services","Member",5,1133
"Meeks, Gregory W","Gregory W. Meeks","Representative","NY","D",1000,"T-Mobile USA","HSBA15","Financial Institutions and Consumer Credit","Member",2,1133
"Meeks, Gregory W","Gregory W. Meeks","Representative","NY","D",1000,"T-Mobile USA","HSBA16","Capital Markets and Government Sponsored Enterprises","Member",10,1133
"Meeks, Gregory W","Gregory W. Meeks","Representative","NY","D",1000,"T-Mobile USA","HSFA","House Committee on Foreign Affairs","Member",3,1133
"Meeks, Gregory W","Gregory W. Meeks","Representative","NY","D",1000,"T-Mobile USA","HSFA07","The Western Hemisphere","Member",4,1133
"Meeks, Gregory W","Gregory W. Meeks","Representative","NY","D",1000,"T-Mobile USA","HSFA14","Europe, Eurasia, and Emerging Threats","Ranking Member",1,1133
"Moulton, Seth","Seth Moulton","Representative","MA","D",1000,"T-Mobile USA","HSAS","House Committee on Armed Services","Member",26,8178
"Moulton, Seth","Seth Moulton","Representative","MA","D",1000,"T-Mobile USA","HSAS25","Tactical Air and Land Forces","Member",11,8178
"Moulton, Seth","Seth Moulton","Representative","MA","D",1000,"T-Mobile USA","HSAS28","Seapower and Projection Forces","Member",9,8178
"Moulton, Seth","Seth Moulton","Representative","MA","D",1000,"T-Mobile USA","HSBU","House Committee on the Budget","Member",14,8178
"Moulton, Seth","Seth Moulton","Representative","MA","D",1000,"T-Mobile USA","HSSM","House Committee on Small Business","Member",9,8178
"Moulton, Seth","Seth Moulton","Representative","MA","D",1000,"T-Mobile USA","HSSM26","Health and Technology","Ranking Member",1,8178
"Mulvaney, Mick","Mick Mulvaney","Representative","SC","R",1000,"T-Mobile USA","HSBA","House Committee on Financial Services","Member",19,16369
"Mulvaney, Mick","Mick Mulvaney","Representative","SC","R",1000,"T-Mobile USA","HSBA09","Oversight and Investigations","Member",7,16369
"Mulvaney, Mick","Mick Mulvaney","Representative","SC","R",1000,"T-Mobile USA","HSBA15","Financial Institutions and Consumer Credit","Member",9,16369
"Mulvaney, Mick","Mick Mulvaney","Representative","SC","R",1000,"T-Mobile USA","HSBA20","Monetary Policy and Trade","Vice Chair",2,16369
"Mulvaney, Mick","Mick Mulvaney","Representative","SC","R",1000,"T-Mobile USA","HSGO","House Committee on Oversight and Government Reform","Member",16,16369
"Mulvaney, Mick","Mick Mulvaney","Representative","SC","R",1000,"T-Mobile USA","HSGO24","Government Operations","Member",6,16369
"Mulvaney, Mick","Mick Mulvaney","Representative","SC","R",1000,"T-Mobile USA","HSGO27","Health Care, Benefits and Administrative Rules","Vice Chair",8,16369
"Neal, Richard E","Richard E. Neal","Representative","MA","D",1000,"T-Mobile USA","HSWM","House Committee on Ways and Means","Member",5,1070
"Neal, Richard E","Richard E. Neal","Representative","MA","D",1000,"T-Mobile USA","HSWM04","Trade","Member",2,1070
"Neal, Richard E","Richard E. Neal","Representative","MA","D",1000,"T-Mobile USA","HSWM05","Tax Policy","Ranking Member",1,1070
"Paulsen, Erik","Erik Paulsen","Representative","MN","R",2000,"T-Mobile USA","HSWM","House Committee on Ways and Means","Member",12,8178
"Paulsen, Erik","Erik Paulsen","Representative","MN","R",2000,"T-Mobile USA","HSWM02","Health","Member",12,8178
"Paulsen, Erik","Erik Paulsen","Representative","MN","R",2000,"T-Mobile USA","HSWM04","Trade","Member",6,8178
"Paulsen, Erik","Erik Paulsen","Representative","MN","R",2000,"T-Mobile USA","JSEC","Joint Economic Committee","Member",5,8178
"Pompeo, Mike","Mike Pompeo","Representative","KS","R",4500,"T-Mobile USA","HLIG01","Central Intelligence Agency","Member",6,4083
"Pompeo, Mike","Mike Pompeo","Representative","KS","R",4500,"T-Mobile USA","HLIG02","National Security Agency and Cybersecurity","Member",5,4083
"Pompeo, Mike","Mike Pompeo","Representative","KS","R",4500,"T-Mobile USA","HLZI","House Select Committee on the Events Surrounding the 2012 Terrorist Attack in Benghazi","Member",5,4083
"Pompeo, Mike","Mike Pompeo","Representative","KS","R",4500,"T-Mobile USA","HSIF","House Committee on Energy and Commerce","Member",18,4083
"Pompeo, Mike","Mike Pompeo","Representative","KS","R",4500,"T-Mobile USA","HSIF03","Energy and Power","Member",8,4083
"Pompeo, Mike","Mike Pompeo","Representative","KS","R",4500,"T-Mobile USA","HSIF16","Communications and Technology","Member",9,4083
"Pompeo, Mike","Mike Pompeo","Representative","KS","R",4500,"T-Mobile USA","HSIF17","Commerce, Manufacturing, and Trade","Member",7,4083
"Richmond, Cedric","Cedric L. Richmond","Representative","LA","D",1000,"T-Mobile USA","HSHM","House Committee on Homeland Security","Member",6,749
"Richmond, Cedric","Cedric L. Richmond","Representative","LA","D",1000,"T-Mobile USA","HSHM08","Cybersecurity, Infrastructure Protection, and Security Technologies","Ranking Member",1,749
"Richmond, Cedric","Cedric L. Richmond","Representative","LA","D",1000,"T-Mobile USA","HSHM09","Oversight and Management Efficiency","Member",2,749
"Richmond, Cedric","Cedric L. Richmond","Representative","LA","D",1000,"T-Mobile USA","HSJU","House Committee on the Judiciary","Member",12,749
"Richmond, Cedric","Cedric L. Richmond","Representative","LA","D",1000,"T-Mobile USA","HSJU03","Courts, Intellectual Property, and the Internet","Member",5,749
"Richmond, Cedric","Cedric L. Richmond","Representative","LA","D",1000,"T-Mobile USA","HSJU08","Crime, Terrorism, Homeland Security, and Investigations","Member",6,749
"Rogers, Mike","Mike Rogers","Representative","MI","R",2000,"T-Mobile USA","HSAG","House Committee on Agriculture","Member",6,4083
"Rogers, Mike","Mike Rogers","Representative","MI","R",2000,"T-Mobile USA","HSAG16","General Farm Commodities and Risk Management","Member",4,4083
"Rogers, Mike","Mike Rogers","Representative","MI","R",2000,"T-Mobile USA","HSAG22","Commodity Exchanges, Energy, and Credit","Member",5,4083
"Rogers, Mike","Mike Rogers","Representative","MI","R",2000,"T-Mobile USA","HSAS","House Committee on Armed Services","Member",10,4083
"Rogers, Mike","Mike Rogers","Representative","MI","R",2000,"T-Mobile USA","HSAS03","Readiness","Member",7,4083
"Rogers, Mike","Mike Rogers","Representative","MI","R",2000,"T-Mobile USA","HSAS29","Strategic Forces","Chair",1,4083
"Rogers, Mike","Mike Rogers","Representative","MI","R",2000,"T-Mobile USA","HSHM","House Committee on Homeland Security","Member",4,4083
"Rogers, Mike","Mike Rogers","Representative","MI","R",2000,"T-Mobile USA","HSHM07","Transportation Security","Member",2,4083
"Rogers, Mike","Mike Rogers","Representative","MI","R",2000,"T-Mobile USA","HSHM11","Border and Maritime Security","Member",3,4083
"Roskam, Peter","Peter J. Roskam","Representative","IL","R",2500,"T-Mobile USA","HLZI","House Select Committee on the Events Surrounding the 2012 Terrorist Attack in Benghazi","Member",4,240
"Roskam, Peter","Peter J. Roskam","Representative","IL","R",2500,"T-Mobile USA","HSWM","House Committee on Ways and Means","Member",7,240
"Roskam, Peter","Peter J. Roskam","Representative","IL","R",2500,"T-Mobile USA","HSWM02","Health","Member",5,240
"Roskam, Peter","Peter J. Roskam","Representative","IL","R",2500,"T-Mobile USA","HSWM06","Oversight","Chair",1,240
"Rush, Bobby L","Bobby L. Rush","Representative","IL","D",2000,"T-Mobile USA","HSIF","House Committee on Energy and Commerce","Member",2,304
"Rush, Bobby L","Bobby L. Rush","Representative","IL","D",2000,"T-Mobile USA","HSIF03","Energy and Power","Ranking Member",1,304
"Rush, Bobby L","Bobby L. Rush","Representative","IL","D",2000,"T-Mobile USA","HSIF16","Communications and Technology","Member",7,304
"Rush, Bobby L","Bobby L. Rush","Representative","IL","D",2000,"T-Mobile USA","HSIF17","Commerce, Manufacturing, and Trade","Member",5,304
"Salmon, Matt","Matt Salmon","Representative","AZ","R",1000,"T-Mobile USA","HSED","House Committee on Education and the Workforce","Member",8,4083
"Salmon, Matt","Matt Salmon","Representative","AZ","R",1000,"T-Mobile USA","HSED02","Health, Employment, Labor, and Pensions","Member",5,4083
"Salmon, Matt","Matt Salmon","Representative","AZ","R",1000,"T-Mobile USA","HSED13","Higher Education and Workforce Training","Member",3,4083
"Salmon, Matt","Matt Salmon","Representative","AZ","R",1000,"T-Mobile USA","HSFA","House Committee on Foreign Affairs","Member",9,4083
"Salmon, Matt","Matt Salmon","Representative","AZ","R",1000,"T-Mobile USA","HSFA05","Asia and the Pacific","Chair",1,4083
"Salmon, Matt","Matt Salmon","Representative","AZ","R",1000,"T-Mobile USA","HSFA07","The Western Hemisphere","Member",5,4083
"Scalise, Steve","Steve Scalise","Representative","LA","R",2000,"T-Mobile USA","HSIF","House Committee on Energy and Commerce","Member",10,16369
"Scalise, Steve","Steve Scalise","Representative","LA","R",2000,"T-Mobile USA","HSIF16","Communications and Technology","Member",5,16369
"Schrader, Kurt","Kurt Schrader","Representative","OR","D",6000,"T-Mobile USA","HSIF","House Committee on Energy and Commerce","Member",21,16369
"Schrader, Kurt","Kurt Schrader","Representative","OR","D",6000,"T-Mobile USA","HSIF14","Health","Member",10,16369
"Schrader, Kurt","Kurt Schrader","Representative","OR","D",6000,"T-Mobile USA","HSIF18","Environment and the Economy","Member",2,16369
"Sessions, Pete","Pete Sessions","Representative","TX","R",1000,"T-Mobile USA","HSRU","House Committee on Rules","Chair",1,16369
"Sessions, Pete","Pete Sessions","Representative","TX","R",1000,"T-Mobile USA","HSRU04","Rules and Organization of the House","Member",5,16369
"Sewell, Terri A","Terri A. Sewell","Representative","AL","D",1000,"T-Mobile USA","HLIG","House Permanent Select Committee on Intelligence","Member",4,494
"Sewell, Terri A","Terri A. Sewell","Representative","AL","D",1000,"T-Mobile USA","HLIG03","Emerging Threats","Member",2,494
"Sewell, Terri A","Terri A. Sewell","Representative","AL","D",1000,"T-Mobile USA","HLIG04","Department of Defense Intelligence and Overhead Architecture","Ranking Member",1,494
"Sewell, Terri A","Terri A. Sewell","Representative","AL","D",1000,"T-Mobile USA","HSBA","House Committee on Financial Services","Member",18,494
"Sewell, Terri A","Terri A. Sewell","Representative","AL","D",1000,"T-Mobile USA","HSBA16","Capital Markets and Government Sponsored Enterprises","Member",12,494
"Sewell, Terri A","Terri A. Sewell","Representative","AL","D",1000,"T-Mobile USA","HSBA20","Monetary Policy and Trade","Member",6,494
"Sinema, Kyrsten","Kyrsten Sinema","Representative","AZ","D",2000,"T-Mobile USA","HSBA","House Committee on Financial Services","Member",23,32752
"Sinema, Kyrsten","Kyrsten Sinema","Representative","AZ","D",2000,"T-Mobile USA","HSBA09","Oversight and Investigations","Member",8,32752
"Sinema, Kyrsten","Kyrsten Sinema","Representative","AZ","D",2000,"T-Mobile USA","HSBA15","Financial Institutions and Consumer Credit","Member",12,32752
"Smith, Adam","Adam Smith","Representative","WA","D",10000,"T-Mobile USA","HLZI","House Select Committee on the Events Surrounding the 2012 Terrorist Attack in Benghazi","Member",2,2036
"Smith, Adam","Adam Smith","Representative","WA","D",10000,"T-Mobile USA","HSAS","House Committee on Armed Services","Ranking Member",1,2036
"Thompson, Bennie G","Bennie G. Thompson","Representative","MS","D",1000,"T-Mobile USA","HSHM","House Committee on Homeland Security","Ranking Member",1,1515
"Thompson, Bennie G","Bennie G. Thompson","Representative","MS","D",1000,"T-Mobile USA","HSHM05","Counterterrorism and Intelligence","Ex Officio",4,1515
"Thompson, Bennie G","Bennie G. Thompson","Representative","MS","D",1000,"T-Mobile USA","HSHM07","Transportation Security","Ex Officio",4,1515
"Thompson, Bennie G","Bennie G. Thompson","Representative","MS","D",1000,"T-Mobile USA","HSHM08","Cybersecurity, Infrastructure Protection, and Security Technologies","Ex Officio",5,1515
"Thompson, Bennie G","Bennie G. Thompson","Representative","MS","D",1000,"T-Mobile USA","HSHM09","Oversight and Management Efficiency","Ex Officio",4,1515
"Thompson, Bennie G","Bennie G. Thompson","Representative","MS","D",1000,"T-Mobile USA","HSHM11","Border and Maritime Security","Ex Officio",6,1515
"Thompson, Bennie G","Bennie G. Thompson","Representative","MS","D",1000,"T-Mobile USA","HSHM12","Emergency Preparedness, Response, and Communications","Ex Officio",4,1515
"Thornberry, Mac","Mac Thornberry","Representative","TX","R",1000,"T-Mobile USA","HSAS","House Committee on Armed Services","Chair",1,32752
"Tiberi, Patrick J","Patrick J. Tiberi","Representative","OH","R",1000,"T-Mobile USA","HSWM","House Committee on Ways and Means","Member",4,1260
"Tiberi, Patrick J","Patrick J. Tiberi","Representative","OH","R",1000,"T-Mobile USA","HSWM02","Health","Chair",2,1260
"Tiberi, Patrick J","Patrick J. Tiberi","Representative","OH","R",1000,"T-Mobile USA","HSWM05","Tax Policy","Member",3,1260
"Turner, Michael R","Michael R. Turner","Representative","OH","R",1000,"T-Mobile USA","HLIG","House Permanent Select Committee on Intelligence","Member",11,1260
"Turner, Michael R","Michael R. Turner","Representative","OH","R",1000,"T-Mobile USA","HLIG03","Emerging Threats","Member",4,1260
"Turner, Michael R","Michael R. Turner","Representative","OH","R",1000,"T-Mobile USA","HLIG04","Department of Defense Intelligence and Overhead Architecture","Member",4,1260
"Turner, Michael R","Michael R. Turner","Representative","OH","R",1000,"T-Mobile USA","HSAS","House Committee on Armed Services","Member",8,1260
"Turner, Michael R","Michael R. Turner","Representative","OH","R",1000,"T-Mobile USA","HSAS25","Tactical Air and Land Forces","Chair",1,1260
"Turner, Michael R","Michael R. Turner","Representative","OH","R",1000,"T-Mobile USA","HSAS29","Strategic Forces","Member",9,1260
"Turner, Michael R","Michael R. Turner","Representative","OH","R",1000,"T-Mobile USA","HSGO","House Committee on Oversight and Government Reform","Member",3,1260
"Turner, Michael R","Michael R. Turner","Representative","OH","R",1000,"T-Mobile USA","HSGO29","Transportation and Public Assets","Member",2,1260
"Upton, Fred","Fred Upton","Representative","MI","R",5000,"T-Mobile USA","HSIF","House Committee on Energy and Commerce","Chair",1,2036
"Upton, Fred","Fred Upton","Representative","MI","R",5000,"T-Mobile USA","HSIF02","Oversight and Investigations","Ex Officio",14,2036
"Upton, Fred","Fred Upton","Representative","MI","R",5000,"T-Mobile USA","HSIF03","Energy and Power","Ex Officio",18,2036
